GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,AJZAE001,NAME_M,AJZAM001
"G3100590","2014-2018",,,"Nebraska","31","Fillmore County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fillmore County, Nebraska",55625,"Fillmore County, Nebraska",5034
"G3100610","2014-2018",,,"Nebraska","31","Franklin County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Nebraska",49235,"Franklin County, Nebraska",2942
"G3100630","2014-2018",,,"Nebraska","31","Frontier County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Frontier County, Nebraska",51855,"Frontier County, Nebraska",3574
"G3100650","2014-2018",,,"Nebraska","31","Furnas County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Furnas County, Nebraska",47989,"Furnas County, Nebraska",2055
"G3100670","2014-2018",,,"Nebraska","31","Gage County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gage County, Nebraska",51662,"Gage County, Nebraska",3264
"G3100690","2014-2018",,,"Nebraska","31","Garden County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Garden County, Nebraska",44471,"Garden County, Nebraska",8656
"G3100710","2014-2018",,,"Nebraska","31","Garfield County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Garfield County, Nebraska",48545,"Garfield County, Nebraska",3225
"G3100730","2014-2018",,,"Nebraska","31","Gosper County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gosper County, Nebraska",62545,"Gosper County, Nebraska",3065
"G3100750","2014-2018",,,"Nebraska","31","Grant County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grant County, Nebraska",39479,"Grant County, Nebraska",11997
"G3100770","2014-2018",,,"Nebraska","31","Greeley County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greeley County, Nebraska",47128,"Greeley County, Nebraska",2806
"G3100790","2014-2018",,,"Nebraska","31","Hall County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hall County, Nebraska",54742,"Hall County, Nebraska",1656
"G3100810","2014-2018",,,"Nebraska","31","Hamilton County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hamilton County, Nebraska",64042,"Hamilton County, Nebraska",3775
"G3100830","2014-2018",,,"Nebraska","31","Harlan County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Harlan County, Nebraska",50344,"Harlan County, Nebraska",4093
"G3100850","2014-2018",,,"Nebraska","31","Hayes County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hayes County, Nebraska",45515,"Hayes County, Nebraska",6828
"G3100870","2014-2018",,,"Nebraska","31","Hitchcock County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hitchcock County, Nebraska",42902,"Hitchcock County, Nebraska",4193
"G3100890","2014-2018",,,"Nebraska","31","Holt County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Holt County, Nebraska",57468,"Holt County, Nebraska",4199
"G3100910","2014-2018",,,"Nebraska","31","Hooker County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hooker County, Nebraska",39115,"Hooker County, Nebraska",5706
"G3100930","2014-2018",,,"Nebraska","31","Howard County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Howard County, Nebraska",54399,"Howard County, Nebraska",3931
"G3100950","2014-2018",,,"Nebraska","31","Jefferson County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Nebraska",43295,"Jefferson County, Nebraska",3680
"G3100970","2014-2018",,,"Nebraska","31","Johnson County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Johnson County, Nebraska",52794,"Johnson County, Nebraska",5338
"G3100990","2014-2018",,,"Nebraska","31","Kearney County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kearney County, Nebraska",56952,"Kearney County, Nebraska",5395
"G3101010","2014-2018",,,"Nebraska","31","Keith County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Keith County, Nebraska",48901,"Keith County, Nebraska",2605
"G3101030","2014-2018",,,"Nebraska","31","Keya Paha County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Keya Paha County, Nebraska",49688,"Keya Paha County, Nebraska",8103
"G3101050","2014-2018",,,"Nebraska","31","Kimball County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kimball County, Nebraska",43856,"Kimball County, Nebraska",4478
"G3101070","2014-2018",,,"Nebraska","31","Knox County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Knox County, Nebraska",49752,"Knox County, Nebraska",2073
"G3101090","2014-2018",,,"Nebraska","31","Lancaster County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lancaster County, Nebraska",58009,"Lancaster County, Nebraska",1076
"G3101110","2014-2018",,,"Nebraska","31","Lincoln County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Nebraska",56794,"Lincoln County, Nebraska",3095
"G3101130","2014-2018",,,"Nebraska","31","Logan County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Logan County, Nebraska",51607,"Logan County, Nebraska",16254
"G3101150","2014-2018",,,"Nebraska","31","Loup County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Loup County, Nebraska",53125,"Loup County, Nebraska",11932
"G3101170","2014-2018",,,"Nebraska","31","McPherson County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"McPherson County, Nebraska",48882,"McPherson County, Nebraska",7216
"G3101190","2014-2018",,,"Nebraska","31","Madison County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Nebraska",52857,"Madison County, Nebraska",2181
"G3101210","2014-2018",,,"Nebraska","31","Merrick County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Merrick County, Nebraska",54197,"Merrick County, Nebraska",3897
"G3101230","2014-2018",,,"Nebraska","31","Morrill County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morrill County, Nebraska",45121,"Morrill County, Nebraska",2922
"G3101250","2014-2018",,,"Nebraska","31","Nance County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nance County, Nebraska",45833,"Nance County, Nebraska",5080
"G3101270","2014-2018",,,"Nebraska","31","Nemaha County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nemaha County, Nebraska",51922,"Nemaha County, Nebraska",5743
"G3101290","2014-2018",,,"Nebraska","31","Nuckolls County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nuckolls County, Nebraska",42049,"Nuckolls County, Nebraska",3542
"G3101310","2014-2018",,,"Nebraska","31","Otoe County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Otoe County, Nebraska",54828,"Otoe County, Nebraska",4232
"G3101330","2014-2018",,,"Nebraska","31","Pawnee County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pawnee County, Nebraska",46314,"Pawnee County, Nebraska",7123
"G3101350","2014-2018",,,"Nebraska","31","Perkins County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Perkins County, Nebraska",62469,"Perkins County, Nebraska",3557
"G3101370","2014-2018",,,"Nebraska","31","Phelps County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Phelps County, Nebraska",57241,"Phelps County, Nebraska",4344
"G3101390","2014-2018",,,"Nebraska","31","Pierce County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pierce County, Nebraska",56620,"Pierce County, Nebraska",3576
"G3101410","2014-2018",,,"Nebraska","31","Platte County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Platte County, Nebraska",62617,"Platte County, Nebraska",3413
"G3101430","2014-2018",,,"Nebraska","31","Polk County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Polk County, Nebraska",61962,"Polk County, Nebraska",3107
"G3101450","2014-2018",,,"Nebraska","31","Red Willow County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Red Willow County, Nebraska",46859,"Red Willow County, Nebraska",4731
"G3101470","2014-2018",,,"Nebraska","31","Richardson County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Richardson County, Nebraska",48096,"Richardson County, Nebraska",2998
"G3101490","2014-2018",,,"Nebraska","31","Rock County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rock County, Nebraska",52604,"Rock County, Nebraska",8336
"G3101510","2014-2018",,,"Nebraska","31","Saline County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Saline County, Nebraska",51143,"Saline County, Nebraska",3212
"G3101530","2014-2018",,,"Nebraska","31","Sarpy County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sarpy County, Nebraska",79549,"Sarpy County, Nebraska",1419
"G3101550","2014-2018",,,"Nebraska","31","Saunders County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Saunders County, Nebraska",66718,"Saunders County, Nebraska",3394
"G3101570","2014-2018",,,"Nebraska","31","Scotts Bluff County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scotts Bluff County, Nebraska",50157,"Scotts Bluff County, Nebraska",2056
"G3101590","2014-2018",,,"Nebraska","31","Seward County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Seward County, Nebraska",67591,"Seward County, Nebraska",3082
"G3101610","2014-2018",,,"Nebraska","31","Sheridan County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sheridan County, Nebraska",41719,"Sheridan County, Nebraska",3067
"G3101630","2014-2018",,,"Nebraska","31","Sherman County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sherman County, Nebraska",51172,"Sherman County, Nebraska",3803
"G3101650","2014-2018",,,"Nebraska","31","Sioux County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sioux County, Nebraska",46875,"Sioux County, Nebraska",6794
"G3101670","2014-2018",,,"Nebraska","31","Stanton County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stanton County, Nebraska",62687,"Stanton County, Nebraska",4761
"G3101690","2014-2018",,,"Nebraska","31","Thayer County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thayer County, Nebraska",50734,"Thayer County, Nebraska",3321
"G3101710","2014-2018",,,"Nebraska","31","Thomas County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thomas County, Nebraska",50682,"Thomas County, Nebraska",7527
"G3101730","2014-2018",,,"Nebraska","31","Thurston County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thurston County, Nebraska",48149,"Thurston County, Nebraska",2837
"G3101750","2014-2018",,,"Nebraska","31","Valley County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Valley County, Nebraska",55170,"Valley County, Nebraska",5388
"G3101770","2014-2018",,,"Nebraska","31","Washington County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Nebraska",70753,"Washington County, Nebraska",3504
"G3101790","2014-2018",,,"Nebraska","31","Wayne County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wayne County, Nebraska",62623,"Wayne County, Nebraska",8752
"G3101810","2014-2018",,,"Nebraska","31","Webster County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Webster County, Nebraska",42298,"Webster County, Nebraska",4958
"G3101830","2014-2018",,,"Nebraska","31","Wheeler County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wheeler County, Nebraska",52083,"Wheeler County, Nebraska",5162
"G3101850","2014-2018",,,"Nebraska","31","York County","185",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"York County, Nebraska",59779,"York County, Nebraska",3810
"G3200010","2014-2018",,,"Nevada","32","Churchill County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Churchill County, Nevada",51514,"Churchill County, Nevada",4276
"G3200030","2014-2018",,,"Nevada","32","Clark County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clark County, Nevada",56802,"Clark County, Nevada",452
"G3200050","2014-2018",,,"Nevada","32","Douglas County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Douglas County, Nevada",62503,"Douglas County, Nevada",1960
"G3200070","2014-2018",,,"Nevada","32","Elko County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Elko County, Nevada",77209,"Elko County, Nevada",3819
"G3200090","2014-2018",,,"Nevada","32","Esmeralda County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Esmeralda County, Nevada",40000,"Esmeralda County, Nevada",7903
"G3200110","2014-2018",,,"Nevada","32","Eureka County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eureka County, Nevada",77625,"Eureka County, Nevada",23084
"G3200130","2014-2018",,,"Nevada","32","Humboldt County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Humboldt County, Nevada",70373,"Humboldt County, Nevada",7457
"G3200150","2014-2018",,,"Nevada","32","Lander County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lander County, Nevada",93583,"Lander County, Nevada",12326
"G3200170","2014-2018",,,"Nevada","32","Lincoln County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Nevada",56414,"Lincoln County, Nevada",5769
"G3200190","2014-2018",,,"Nevada","32","Lyon County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lyon County, Nevada",55493,"Lyon County, Nevada",3149
"G3200210","2014-2018",,,"Nevada","32","Mineral County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mineral County, Nevada",41163,"Mineral County, Nevada",9057
"G3200230","2014-2018",,,"Nevada","32","Nye County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nye County, Nevada",45711,"Nye County, Nevada",3237
"G3200270","2014-2018",,,"Nevada","32","Pershing County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pershing County, Nevada",50846,"Pershing County, Nevada",4691
"G3200290","2014-2018",,,"Nevada","32","Storey County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Storey County, Nevada",62284,"Storey County, Nevada",5795
"G3200310","2014-2018",,,"Nevada","32","Washoe County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washoe County, Nevada",61155,"Washoe County, Nevada",908
"G3200330","2014-2018",,,"Nevada","32","White Pine County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"White Pine County, Nevada",62993,"White Pine County, Nevada",4159
"G3205100","2014-2018",,,"Nevada","32","Carson City","510",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carson City, Nevada",52034,"Carson City, Nevada",2130
"G3300010","2014-2018",,,"New Hampshire","33","Belknap County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Belknap County, New Hampshire",68368,"Belknap County, New Hampshire",3130
"G3300030","2014-2018",,,"New Hampshire","33","Carroll County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carroll County, New Hampshire",61116,"Carroll County, New Hampshire",2483
"G3300050","2014-2018",,,"New Hampshire","33","Cheshire County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cheshire County, New Hampshire",63057,"Cheshire County, New Hampshire",2005
"G3300070","2014-2018",,,"New Hampshire","33","Coos County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Coos County, New Hampshire",45696,"Coos County, New Hampshire",1727
"G3300090","2014-2018",,,"New Hampshire","33","Grafton County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grafton County, New Hampshire",63153,"Grafton County, New Hampshire",2580
"G3300110","2014-2018",,,"New Hampshire","33","Hillsborough County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hillsborough County, New Hampshire",78655,"Hillsborough County, New Hampshire",1474
"G3300130","2014-2018",,,"New Hampshire","33","Merrimack County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Merrimack County, New Hampshire",72478,"Merrimack County, New Hampshire",1697
"G3300150","2014-2018",,,"New Hampshire","33","Rockingham County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rockingham County, New Hampshire",90429,"Rockingham County, New Hampshire",1616
"G3300170","2014-2018",,,"New Hampshire","33","Strafford County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Strafford County, New Hampshire",70650,"Strafford County, New Hampshire",2218
"G3300190","2014-2018",,,"New Hampshire","33","Sullivan County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sullivan County, New Hampshire",60780,"Sullivan County, New Hampshire",3145
"G3400010","2014-2018",,,"New Jersey","34","Atlantic County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Atlantic County, New Jersey",59989,"Atlantic County, New Jersey",1631
"G3400030","2014-2018",,,"New Jersey","34","Bergen County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bergen County, New Jersey",95837,"Bergen County, New Jersey",998
"G3400050","2014-2018",,,"New Jersey","34","Burlington County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Burlington County, New Jersey",84992,"Burlington County, New Jersey",1319
"G3400070","2014-2018",,,"New Jersey","34","Camden County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Camden County, New Jersey",67118,"Camden County, New Jersey",1282
"G3400090","2014-2018",,,"New Jersey","34","Cape May County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cape May County, New Jersey",63690,"Cape May County, New Jersey",1641
"G3400110","2014-2018",,,"New Jersey","34","Cumberland County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cumberland County, New Jersey",52593,"Cumberland County, New Jersey",1718
"G3400130","2014-2018",,,"New Jersey","34","Essex County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Essex County, New Jersey",59302,"Essex County, New Jersey",1069
"G3400150","2014-2018",,,"New Jersey","34","Gloucester County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gloucester County, New Jersey",85160,"Gloucester County, New Jersey",1401
"G3400170","2014-2018",,,"New Jersey","34","Hudson County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hudson County, New Jersey",66289,"Hudson County, New Jersey",1155
"G3400190","2014-2018",,,"New Jersey","34","Hunterdon County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hunterdon County, New Jersey",112535,"Hunterdon County, New Jersey",2409
"G3400210","2014-2018",,,"New Jersey","34","Mercer County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mercer County, New Jersey",79990,"Mercer County, New Jersey",1403
"G3400230","2014-2018",,,"New Jersey","34","Middlesex County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Middlesex County, New Jersey",85954,"Middlesex County, New Jersey",1082
"G3400250","2014-2018",,,"New Jersey","34","Monmouth County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Monmouth County, New Jersey",95699,"Monmouth County, New Jersey",1134
"G3400270","2014-2018",,,"New Jersey","34","Morris County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morris County, New Jersey",111316,"Morris County, New Jersey",1509
"G3400290","2014-2018",,,"New Jersey","34","Ocean County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ocean County, New Jersey",68021,"Ocean County, New Jersey",975
"G3400310","2014-2018",,,"New Jersey","34","Passaic County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Passaic County, New Jersey",66476,"Passaic County, New Jersey",1349
"G3400330","2014-2018",,,"New Jersey","34","Salem County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Salem County, New Jersey",64309,"Salem County, New Jersey",2830
"G3400350","2014-2018",,,"New Jersey","34","Somerset County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Somerset County, New Jersey",111772,"Somerset County, New Jersey",1996
"G3400370","2014-2018",,,"New Jersey","34","Sussex County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sussex County, New Jersey",90520,"Sussex County, New Jersey",2106
"G3400390","2014-2018",,,"New Jersey","34","Union County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, New Jersey",77095,"Union County, New Jersey",1577
"G3400410","2014-2018",,,"New Jersey","34","Warren County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warren County, New Jersey",78145,"Warren County, New Jersey",1882
"G3500010","2014-2018",,,"New Mexico","35","Bernalillo County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bernalillo County, New Mexico",51643,"Bernalillo County, New Mexico",692
"G3500030","2014-2018",,,"New Mexico","35","Catron County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Catron County, New Mexico",42480,"Catron County, New Mexico",6192
"G3500050","2014-2018",,,"New Mexico","35","Chaves County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chaves County, New Mexico",43197,"Chaves County, New Mexico",1797
"G3500060","2014-2018",,,"New Mexico","35","Cibola County","006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cibola County, New Mexico",37368,"Cibola County, New Mexico",3303
"G3500070","2014-2018",,,"New Mexico","35","Colfax County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Colfax County, New Mexico",33783,"Colfax County, New Mexico",4196
"G3500090","2014-2018",,,"New Mexico","35","Curry County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Curry County, New Mexico",46182,"Curry County, New Mexico",2612
"G3500110","2014-2018",,,"New Mexico","35","De Baca County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"De Baca County, New Mexico",31028,"De Baca County, New Mexico",6138
"G3500130","2014-2018",,,"New Mexico","35","Doña Ana County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Doña Ana County, New Mexico",39164,"Doña Ana County, New Mexico",1431
"G3500150","2014-2018",,,"New Mexico","35","Eddy County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eddy County, New Mexico",62982,"Eddy County, New Mexico",3186
"G3500170","2014-2018",,,"New Mexico","35","Grant County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grant County, New Mexico",37880,"Grant County, New Mexico",4254
"G3500190","2014-2018",,,"New Mexico","35","Guadalupe County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Guadalupe County, New Mexico",24085,"Guadalupe County, New Mexico",4362
"G3500210","2014-2018",,,"New Mexico","35","Harding County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Harding County, New Mexico",30875,"Harding County, New Mexico",4943
