GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,AJZAE001,NAME_M,AJZAM001
"G1600130","2014-2018",,,"Idaho","16","Blaine County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Blaine County, Idaho",51968,"Blaine County, Idaho",5858
"G1600150","2014-2018",,,"Idaho","16","Boise County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Boise County, Idaho",53942,"Boise County, Idaho",8200
"G1600170","2014-2018",,,"Idaho","16","Bonner County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bonner County, Idaho",48710,"Bonner County, Idaho",2285
"G1600190","2014-2018",,,"Idaho","16","Bonneville County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bonneville County, Idaho",56609,"Bonneville County, Idaho",1503
"G1600210","2014-2018",,,"Idaho","16","Boundary County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Boundary County, Idaho",43507,"Boundary County, Idaho",6142
"G1600230","2014-2018",,,"Idaho","16","Butte County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Butte County, Idaho",42250,"Butte County, Idaho",10084
"G1600250","2014-2018",,,"Idaho","16","Camas County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Camas County, Idaho",38393,"Camas County, Idaho",9114
"G1600270","2014-2018",,,"Idaho","16","Canyon County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Canyon County, Idaho",49143,"Canyon County, Idaho",1598
"G1600290","2014-2018",,,"Idaho","16","Caribou County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Caribou County, Idaho",59611,"Caribou County, Idaho",5580
"G1600310","2014-2018",,,"Idaho","16","Cassia County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cassia County, Idaho",50918,"Cassia County, Idaho",1991
"G1600330","2014-2018",,,"Idaho","16","Clark County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clark County, Idaho",35341,"Clark County, Idaho",14453
"G1600350","2014-2018",,,"Idaho","16","Clearwater County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clearwater County, Idaho",42348,"Clearwater County, Idaho",3200
"G1600370","2014-2018",,,"Idaho","16","Custer County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Custer County, Idaho",39957,"Custer County, Idaho",7851
"G1600390","2014-2018",,,"Idaho","16","Elmore County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Elmore County, Idaho",46715,"Elmore County, Idaho",2094
"G1600410","2014-2018",,,"Idaho","16","Franklin County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Idaho",56613,"Franklin County, Idaho",3135
"G1600430","2014-2018",,,"Idaho","16","Fremont County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fremont County, Idaho",53311,"Fremont County, Idaho",4172
"G1600450","2014-2018",,,"Idaho","16","Gem County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gem County, Idaho",43001,"Gem County, Idaho",2484
"G1600470","2014-2018",,,"Idaho","16","Gooding County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gooding County, Idaho",48638,"Gooding County, Idaho",6438
"G1600490","2014-2018",,,"Idaho","16","Idaho County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Idaho County, Idaho",39113,"Idaho County, Idaho",3527
"G1600510","2014-2018",,,"Idaho","16","Jefferson County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Idaho",60162,"Jefferson County, Idaho",2732
"G1600530","2014-2018",,,"Idaho","16","Jerome County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jerome County, Idaho",49306,"Jerome County, Idaho",2678
"G1600550","2014-2018",,,"Idaho","16","Kootenai County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kootenai County, Idaho",54457,"Kootenai County, Idaho",1455
"G1600570","2014-2018",,,"Idaho","16","Latah County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Latah County, Idaho",45466,"Latah County, Idaho",2349
"G1600590","2014-2018",,,"Idaho","16","Lemhi County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lemhi County, Idaho",37921,"Lemhi County, Idaho",4471
"G1600610","2014-2018",,,"Idaho","16","Lewis County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lewis County, Idaho",41326,"Lewis County, Idaho",1580
"G1600630","2014-2018",,,"Idaho","16","Lincoln County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Idaho",48222,"Lincoln County, Idaho",2457
"G1600650","2014-2018",,,"Idaho","16","Madison County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Idaho",36031,"Madison County, Idaho",3011
"G1600670","2014-2018",,,"Idaho","16","Minidoka County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Minidoka County, Idaho",50663,"Minidoka County, Idaho",3790
"G1600690","2014-2018",,,"Idaho","16","Nez Perce County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nez Perce County, Idaho",54174,"Nez Perce County, Idaho",3282
"G1600710","2014-2018",,,"Idaho","16","Oneida County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oneida County, Idaho",51058,"Oneida County, Idaho",12790
"G1600730","2014-2018",,,"Idaho","16","Owyhee County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Owyhee County, Idaho",40430,"Owyhee County, Idaho",3790
"G1600750","2014-2018",,,"Idaho","16","Payette County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Payette County, Idaho",50289,"Payette County, Idaho",3560
"G1600770","2014-2018",,,"Idaho","16","Power County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Power County, Idaho",49985,"Power County, Idaho",8926
"G1600790","2014-2018",,,"Idaho","16","Shoshone County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shoshone County, Idaho",39091,"Shoshone County, Idaho",3291
"G1600810","2014-2018",,,"Idaho","16","Teton County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Teton County, Idaho",68818,"Teton County, Idaho",8625
"G1600830","2014-2018",,,"Idaho","16","Twin Falls County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Twin Falls County, Idaho",50778,"Twin Falls County, Idaho",1784
"G1600850","2014-2018",,,"Idaho","16","Valley County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Valley County, Idaho",55299,"Valley County, Idaho",6674
"G1600870","2014-2018",,,"Idaho","16","Washington County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Idaho",37206,"Washington County, Idaho",3857
"G1700010","2014-2018",,,"Illinois","17","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adams County, Illinois",51398,"Adams County, Illinois",1583
"G1700030","2014-2018",,,"Illinois","17","Alexander County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alexander County, Illinois",34709,"Alexander County, Illinois",3017
"G1700050","2014-2018",,,"Illinois","17","Bond County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bond County, Illinois",58097,"Bond County, Illinois",5803
"G1700070","2014-2018",,,"Illinois","17","Boone County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Boone County, Illinois",66898,"Boone County, Illinois",4955
"G1700090","2014-2018",,,"Illinois","17","Brown County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brown County, Illinois",58762,"Brown County, Illinois",2302
"G1700110","2014-2018",,,"Illinois","17","Bureau County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bureau County, Illinois",55940,"Bureau County, Illinois",2114
"G1700130","2014-2018",,,"Illinois","17","Calhoun County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Calhoun County, Illinois",54392,"Calhoun County, Illinois",6158
"G1700150","2014-2018",,,"Illinois","17","Carroll County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carroll County, Illinois",51228,"Carroll County, Illinois",3421
"G1700170","2014-2018",,,"Illinois","17","Cass County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cass County, Illinois",51997,"Cass County, Illinois",2526
"G1700190","2014-2018",,,"Illinois","17","Champaign County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Champaign County, Illinois",51692,"Champaign County, Illinois",1225
"G1700210","2014-2018",,,"Illinois","17","Christian County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Christian County, Illinois",52415,"Christian County, Illinois",2072
"G1700230","2014-2018",,,"Illinois","17","Clark County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clark County, Illinois",54158,"Clark County, Illinois",3644
"G1700250","2014-2018",,,"Illinois","17","Clay County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clay County, Illinois",48691,"Clay County, Illinois",3604
"G1700270","2014-2018",,,"Illinois","17","Clinton County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clinton County, Illinois",65010,"Clinton County, Illinois",3226
"G1700290","2014-2018",,,"Illinois","17","Coles County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Coles County, Illinois",44071,"Coles County, Illinois",3008
"G1700310","2014-2018",,,"Illinois","17","Cook County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cook County, Illinois",62088,"Cook County, Illinois",368
"G1700330","2014-2018",,,"Illinois","17","Crawford County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Crawford County, Illinois",49233,"Crawford County, Illinois",2101
"G1700350","2014-2018",,,"Illinois","17","Cumberland County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cumberland County, Illinois",53376,"Cumberland County, Illinois",3402
"G1700370","2014-2018",,,"Illinois","17","DeKalb County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DeKalb County, Illinois",61086,"DeKalb County, Illinois",1996
"G1700390","2014-2018",,,"Illinois","17","De Witt County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"De Witt County, Illinois",55591,"De Witt County, Illinois",4243
"G1700410","2014-2018",,,"Illinois","17","Douglas County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Douglas County, Illinois",54218,"Douglas County, Illinois",1737
"G1700430","2014-2018",,,"Illinois","17","DuPage County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DuPage County, Illinois",88711,"DuPage County, Illinois",938
"G1700450","2014-2018",,,"Illinois","17","Edgar County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Edgar County, Illinois",51109,"Edgar County, Illinois",4048
"G1700470","2014-2018",,,"Illinois","17","Edwards County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Edwards County, Illinois",49766,"Edwards County, Illinois",2324
"G1700490","2014-2018",,,"Illinois","17","Effingham County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Effingham County, Illinois",56293,"Effingham County, Illinois",3135
"G1700510","2014-2018",,,"Illinois","17","Fayette County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fayette County, Illinois",44432,"Fayette County, Illinois",2826
"G1700530","2014-2018",,,"Illinois","17","Ford County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ford County, Illinois",51120,"Ford County, Illinois",2513
"G1700550","2014-2018",,,"Illinois","17","Franklin County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Illinois",41414,"Franklin County, Illinois",1698
"G1700570","2014-2018",,,"Illinois","17","Fulton County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fulton County, Illinois",50180,"Fulton County, Illinois",2198
"G1700590","2014-2018",,,"Illinois","17","Gallatin County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gallatin County, Illinois",42500,"Gallatin County, Illinois",3799
"G1700610","2014-2018",,,"Illinois","17","Greene County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greene County, Illinois",46052,"Greene County, Illinois",2385
"G1700630","2014-2018",,,"Illinois","17","Grundy County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grundy County, Illinois",74140,"Grundy County, Illinois",2712
"G1700650","2014-2018",,,"Illinois","17","Hamilton County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hamilton County, Illinois",56862,"Hamilton County, Illinois",4069
"G1700670","2014-2018",,,"Illinois","17","Hancock County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hancock County, Illinois",51549,"Hancock County, Illinois",2030
"G1700690","2014-2018",,,"Illinois","17","Hardin County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hardin County, Illinois",43081,"Hardin County, Illinois",6298
"G1700710","2014-2018",,,"Illinois","17","Henderson County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Henderson County, Illinois",52712,"Henderson County, Illinois",3262
"G1700730","2014-2018",,,"Illinois","17","Henry County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Henry County, Illinois",57250,"Henry County, Illinois",2395
"G1700750","2014-2018",,,"Illinois","17","Iroquois County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Iroquois County, Illinois",51825,"Iroquois County, Illinois",2670
"G1700770","2014-2018",,,"Illinois","17","Jackson County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, Illinois",37802,"Jackson County, Illinois",2222
"G1700790","2014-2018",,,"Illinois","17","Jasper County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jasper County, Illinois",54951,"Jasper County, Illinois",3464
"G1700810","2014-2018",,,"Illinois","17","Jefferson County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Illinois",47617,"Jefferson County, Illinois",2804
"G1700830","2014-2018",,,"Illinois","17","Jersey County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jersey County, Illinois",56747,"Jersey County, Illinois",3388
"G1700850","2014-2018",,,"Illinois","17","Jo Daviess County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jo Daviess County, Illinois",57083,"Jo Daviess County, Illinois",2289
"G1700870","2014-2018",,,"Illinois","17","Johnson County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Johnson County, Illinois",50923,"Johnson County, Illinois",3303
"G1700890","2014-2018",,,"Illinois","17","Kane County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kane County, Illinois",76912,"Kane County, Illinois",1214
"G1700910","2014-2018",,,"Illinois","17","Kankakee County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kankakee County, Illinois",57981,"Kankakee County, Illinois",1451
"G1700930","2014-2018",,,"Illinois","17","Kendall County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kendall County, Illinois",91764,"Kendall County, Illinois",3050
"G1700950","2014-2018",,,"Illinois","17","Knox County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Knox County, Illinois",43709,"Knox County, Illinois",1897
"G1700970","2014-2018",,,"Illinois","17","Lake County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lake County, Illinois",86244,"Lake County, Illinois",1199
"G1700990","2014-2018",,,"Illinois","17","LaSalle County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LaSalle County, Illinois",56243,"LaSalle County, Illinois",1366
"G1701010","2014-2018",,,"Illinois","17","Lawrence County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lawrence County, Illinois",45654,"Lawrence County, Illinois",3655
"G1701030","2014-2018",,,"Illinois","17","Lee County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee County, Illinois",57901,"Lee County, Illinois",2678
"G1701050","2014-2018",,,"Illinois","17","Livingston County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Livingston County, Illinois",56200,"Livingston County, Illinois",3116
"G1701070","2014-2018",,,"Illinois","17","Logan County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Logan County, Illinois",57899,"Logan County, Illinois",2733
"G1701090","2014-2018",,,"Illinois","17","McDonough County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"McDonough County, Illinois",43724,"McDonough County, Illinois",3039
"G1701110","2014-2018",,,"Illinois","17","McHenry County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"McHenry County, Illinois",84803,"McHenry County, Illinois",1730
"G1701130","2014-2018",,,"Illinois","17","McLean County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"McLean County, Illinois",65813,"McLean County, Illinois",1540
"G1701150","2014-2018",,,"Illinois","17","Macon County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Macon County, Illinois",50444,"Macon County, Illinois",1467
"G1701170","2014-2018",,,"Illinois","17","Macoupin County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Macoupin County, Illinois",53778,"Macoupin County, Illinois",2295
"G1701190","2014-2018",,,"Illinois","17","Madison County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Illinois",57890,"Madison County, Illinois",1377
"G1701210","2014-2018",,,"Illinois","17","Marion County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marion County, Illinois",46102,"Marion County, Illinois",1606
"G1701230","2014-2018",,,"Illinois","17","Marshall County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marshall County, Illinois",55901,"Marshall County, Illinois",3261
"G1701250","2014-2018",,,"Illinois","17","Mason County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mason County, Illinois",45596,"Mason County, Illinois",2976
"G1701270","2014-2018",,,"Illinois","17","Massac County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Massac County, Illinois",42604,"Massac County, Illinois",3994
"G1701290","2014-2018",,,"Illinois","17","Menard County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Menard County, Illinois",69102,"Menard County, Illinois",5243
"G1701310","2014-2018",,,"Illinois","17","Mercer County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mercer County, Illinois",58011,"Mercer County, Illinois",2218
"G1701330","2014-2018",,,"Illinois","17","Monroe County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Monroe County, Illinois",81268,"Monroe County, Illinois",5031
"G1701350","2014-2018",,,"Illinois","17","Montgomery County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County, Illinois",50304,"Montgomery County, Illinois",2160
"G1701370","2014-2018",,,"Illinois","17","Morgan County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morgan County, Illinois",48508,"Morgan County, Illinois",2722
"G1701390","2014-2018",,,"Illinois","17","Moultrie County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Moultrie County, Illinois",59623,"Moultrie County, Illinois",4609
"G1701410","2014-2018",,,"Illinois","17","Ogle County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ogle County, Illinois",59707,"Ogle County, Illinois",1963
"G1701430","2014-2018",,,"Illinois","17","Peoria County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Peoria County, Illinois",54770,"Peoria County, Illinois",1331
"G1701450","2014-2018",,,"Illinois","17","Perry County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Perry County, Illinois",48298,"Perry County, Illinois",4514
"G1701470","2014-2018",,,"Illinois","17","Piatt County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Piatt County, Illinois",69271,"Piatt County, Illinois",3117
"G1701490","2014-2018",,,"Illinois","17","Pike County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pike County, Illinois",42664,"Pike County, Illinois",2354
"G1701510","2014-2018",,,"Illinois","17","Pope County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pope County, Illinois",40671,"Pope County, Illinois",11198
"G1701530","2014-2018",,,"Illinois","17","Pulaski County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pulaski County, Illinois",33799,"Pulaski County, Illinois",3265
"G1701550","2014-2018",,,"Illinois","17","Putnam County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Putnam County, Illinois",65034,"Putnam County, Illinois",4231
"G1701570","2014-2018",,,"Illinois","17","Randolph County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Randolph County, Illinois",52107,"Randolph County, Illinois",2247
"G1701590","2014-2018",,,"Illinois","17","Richland County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Richland County, Illinois",48724,"Richland County, Illinois",3352
"G1701610","2014-2018",,,"Illinois","17","Rock Island County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rock Island County, Illinois",52630,"Rock Island County, Illinois",1218
"G1701630","2014-2018",,,"Illinois","17","St. Clair County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Clair County, Illinois",53681,"St. Clair County, Illinois",1252
"G1701650","2014-2018",,,"Illinois","17","Saline County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Saline County, Illinois",41167,"Saline County, Illinois",2422
"G1701670","2014-2018",,,"Illinois","17","Sangamon County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sangamon County, Illinois",60466,"Sangamon County, Illinois",1316
"G1701690","2014-2018",,,"Illinois","17","Schuyler County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Schuyler County, Illinois",46151,"Schuyler County, Illinois",4089
"G1701710","2014-2018",,,"Illinois","17","Scott County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scott County, Illinois",53973,"Scott County, Illinois",4910
"G1701730","2014-2018",,,"Illinois","17","Shelby County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shelby County, Illinois",51157,"Shelby County, Illinois",1581
"G1701750","2014-2018",,,"Illinois","17","Stark County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stark County, Illinois",52260,"Stark County, Illinois",4203
"G1701770","2014-2018",,,"Illinois","17","Stephenson County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stephenson County, Illinois",48016,"Stephenson County, Illinois",1535
"G1701790","2014-2018",,,"Illinois","17","Tazewell County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tazewell County, Illinois",62342,"Tazewell County, Illinois",1448
"G1701810","2014-2018",,,"Illinois","17","Union County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, Illinois",49182,"Union County, Illinois",2441
"G1701830","2014-2018",,,"Illinois","17","Vermilion County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vermilion County, Illinois",45384,"Vermilion County, Illinois",1686
"G1701850","2014-2018",,,"Illinois","17","Wabash County","185",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wabash County, Illinois",51432,"Wabash County, Illinois",4777
"G1701870","2014-2018",,,"Illinois","17","Warren County","187",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warren County, Illinois",49607,"Warren County, Illinois",3625
"G1701890","2014-2018",,,"Illinois","17","Washington County","189",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Illinois",59469,"Washington County, Illinois",3085
"G1701910","2014-2018",,,"Illinois","17","Wayne County","191",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wayne County, Illinois",49764,"Wayne County, Illinois",2309
"G1701930","2014-2018",,,"Illinois","17","White County","193",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"White County, Illinois",47773,"White County, Illinois",3108
"G1701950","2014-2018",,,"Illinois","17","Whiteside County","195",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Whiteside County, Illinois",53828,"Whiteside County, Illinois",2296
"G1701970","2014-2018",,,"Illinois","17","Will County","197",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Will County, Illinois",83504,"Will County, Illinois",820
"G1701990","2014-2018",,,"Illinois","17","Williamson County","199",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Williamson County, Illinois",49053,"Williamson County, Illinois",2034
"G1702010","2014-2018",,,"Illinois","17","Winnebago County","201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Winnebago County, Illinois",52743,"Winnebago County, Illinois",803
"G1702030","2014-2018",,,"Illinois","17","Woodford County","203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Woodford County, Illinois",71867,"Woodford County, Illinois",2732
"G1800010","2014-2018",,,"Indiana","18","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adams County, Indiana",51713,"Adams County, Indiana",3626
"G1800030","2014-2018",,,"Indiana","18","Allen County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Allen County, Indiana",53402,"Allen County, Indiana",720
"G1800050","2014-2018",,,"Indiana","18","Bartholomew County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bartholomew County, Indiana",59045,"Bartholomew County, Indiana",2696
"G1800070","2014-2018",,,"Indiana","18","Benton County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Benton County, Indiana",46188,"Benton County, Indiana",4001
"G1800090","2014-2018",,,"Indiana","18","Blackford County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Blackford County, Indiana",42217,"Blackford County, Indiana",2870
"G1800110","2014-2018",,,"Indiana","18","Boone County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Boone County, Indiana",80567,"Boone County, Indiana",3143
"G1800130","2014-2018",,,"Indiana","18","Brown County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brown County, Indiana",61455,"Brown County, Indiana",4555
"G1800150","2014-2018",,,"Indiana","18","Carroll County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carroll County, Indiana",56429,"Carroll County, Indiana",3058
"G1800170","2014-2018",,,"Indiana","18","Cass County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cass County, Indiana",47545,"Cass County, Indiana",2318
"G1800190","2014-2018",,,"Indiana","18","Clark County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clark County, Indiana",54240,"Clark County, Indiana",1189
"G1800210","2014-2018",,,"Indiana","18","Clay County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clay County, Indiana",53021,"Clay County, Indiana",2294
"G1800230","2014-2018",,,"Indiana","18","Clinton County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clinton County, Indiana",52488,"Clinton County, Indiana",2916
"G1800250","2014-2018",,,"Indiana","18","Crawford County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Crawford County, Indiana",43875,"Crawford County, Indiana",4851
"G1800270","2014-2018",,,"Indiana","18","Daviess County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Daviess County, Indiana",51032,"Daviess County, Indiana",2118
"G1800290","2014-2018",,,"Indiana","18","Dearborn County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dearborn County, Indiana",65096,"Dearborn County, Indiana",2515
"G1800310","2014-2018",,,"Indiana","18","Decatur County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Decatur County, Indiana",54622,"Decatur County, Indiana",1928
